professor,review,tags
Marie A. Caudill,"AMAZING professor, she knows what she's talking about and gives students lots of opportunity to participate. The BEST NS professor I have ever had at Cornell.","['Clear grading criteria', 'Respected', 'Amazing lectures', 'Gives good feedback', 'Caring']"
John Edmund Burger,,[]
Meejeong  Song,"Very helpful and clear. Is ""strict"" about attendance and homeworks etc, but if you put in the work, you will learn the language She is awesome! She's always willing to help out with any question, will incorporate Korean Drama clips into the syllabus to show examples of people using certain expressions. The only annoying side (as is with all language courses, is the daily WAL at Noyes, but oh well...). The homework is not bad either! Definitely recommend her! 재미 She teaches Korean for people who have absolutely no knowledge of the language. Really nice, funny teacher. Will try to be ""strict"" but that just means she wants you to attend section...which is part of your grade, haha. Very helpful, highly recommended!",[]
Jillian Nichol Ditner,,[]
Mary Ann  Huntley,"Really cares about what she does and her students. Makes sure that people understand what is going on in class and explains things very well. A little high strung and a stickler for the rules but over all a great teacher. She's a pretty good prof - does a good job of explaining concepts in class, but can be awkward/unhelpful at office hours.  She gives you good notes and prepares you well for the prelims and final.",[]
Christopher Kiehl Huckfeldt,"There's definitely a lot to say about Professor Huckfeldt. For someone not interested with the mathematics of economics, I can see why his course is a lot. He could do a better job giving students the mathematical tools he uses to solve his problems. However, he is one of the most amusing professors I have had to date. I really enjoyed his class.","['Tough grader', 'Lots of homework', 'Graded by few things', ""Skip class? You won't pass."", 'Test heavy']"
David  Kasiarz,,[]
Hakim  Weatherspoon,"Hakim is one of the most fair and honest professors in Cornell. He wants everyone to do well and goes beyond what the majority of the rest of the faculty  would do to achieve this goal. Some people complain that his lectures are unclear, but he releases them a day early so you can skim them before class to make up for it. +1 to him. Most boring lecturer ever. Worst prof Ive ever had here. Course is very poorly managed. Details/busy work interfere with the course content. Hakim is a smart guy who is very approachable. However, the class itself disinterests me, and I dont think this has anything to do with him. As a result, I didn't spend as much time on this class as it demands, therefore, I am not blaming anyone. Textbook is your best friend in the class. Otherwise, you are all alone.","['Gives good feedback', 'Tough grader', 'Get ready to read', ""Skip class? You won't pass."", 'EXTRA CREDIT']"
Asli  Menevse,,[]
Vanya Gregor Rohwer,,[]
Stephen  Vider,,[]
Xiaolong  Yang,"His lecture slices are perfect! You learn everything without buying a text book. Though mostly he is following his slides, but he will provide many useful skills in class. You have a chance to vote for a final exam or project, and mostly, NO FINALS. ( I have taken almost all of his classes) I am surprised that student rate him for only one star.","['Lots of homework', 'EXTRA CREDIT', 'Beware of pop quizzes', 'Tough grader', 'Participation matters']"
Derrick R. Spires,,[]
Andrea Stevenson Won,"Being the Director for her lab, Won is an expert in immersive media. The class bestows knowledge so that students &quot;can go out in the real world and give constructive criticism of commercial VR application&quot; with the most up-to-date research. Fair exams with study term guide. Several projects that serve to boost grade and learn at the same time.","['EXTRA CREDIT', 'Group projects', 'Amazing lectures', 'Clear grading criteria', 'Beware of pop quizzes']"
Kathryn P Mann,,[]
Sofia  Kalantzi,,[]
Nicolas S. Buchon,Great class. But the curving really makes it difficult to get an A.,"['Accessible outside class', 'Lecture heavy', 'Amazing lectures', 'Gives good feedback', 'Inspirational']"
Vu Tien Dung  Ha,,[]
Janet Elizabeth Loebach,,[]
Amit  Lal,"Hilarious professor. Knows his material well, and the lectures are super clear. The labs are great fun, and the grading is quite easy. However, the course itself has little structure, and can occasionally get very tough. There is no textbook and assignments and exams are mostly research-based. Lal is a good guy. He has high aspirations for this class. Homework and final project are hard. He designed this course really well to expose students to higher level ECE concepts. Sometimes it can get really hard, but just remember that he is a pretty easy grader in the end. Lectures were simple at times, but often got into the broad scope of things we didn;t completely understand. Labs were fun, but homeworks were often tedious. The final project was fun and a great learning experience. I barely understood what he said in lectures but his homework and labs were amazing. They make you understand very well and he is very lenient in grading. He is a smart man. lal is not as bad as everyone says.  he is relaxed and sometimes makes jokes that are funny.","['Group projects', 'Inspirational', 'Tests? Not many', 'Lots of homework', 'Hilarious']"
John Patrick Loftus,,[]
Melissa  Myers,,[]
Lee Kimura Tyson,,[]
Betty Anne McGuire,,[]
Van Hunter Adams,,[]
Natalia  Santamaria,,[]
Kelly R Robbins,,[]
Susan  Daniel,"Her methods for solving problems are pretty much irrelevant to the course but content was nothing too earth-shattering to begin with so it really didn't matter. She's not looking to screw anyone over in terms of grades and her tests are pretty fair. Projects were interesting applications of the material but often took way too much time to complete. Lecture has proven to be useless, so is the discussion. Course is challenging in the sense that the homework does not prepare you for the exam. Projects are meaningless and time consuming. Highly recommend using Course Hero to redo the old prelims. Overall bad course. Prof Daniel is sweet woman. She sincerely cares about your success. However, I don't particularly like her teaching style of constant examples, and you learn a significant amount of useless material that will never be seen for the rest of the class. Although she makes a few errors in lecture, she is very sweet and sincerely wants you to do well (compare to other ENGR profs who want to assert their intelligence and make you feel stupid). The material can be a little tricky and tedious but with the amount of help available only sincere effort is required to do well. I did not put an ounce of work on this class. The material itself is very dry, but she tries her best to explain and solve a lot of examples. She's a really nice and helpful professor, but I just hated the course, so I skipped most lectures. It is really easy to just get a B, which is actually the mean for this class. Advice: don't copy solutions",[]
Annalisa L. Raymer,"She should go home and not come back to Cornell ever again. For the most part, I think her heart is in the right place. The 3 hr class time makes you want to go to sleep, but show up and participate a little, you'll get an A. She is VERY unorganized, all semester there's almost no assignments and then at the end there are a few pain in the butt papers.","[""Skip class? You won't pass."", 'Group projects', 'Participation matters', 'Lots of homework']"
Kevin  Kwong,,[]
Kevin  Swab,,[]
Beth A. Ahner,"She is wonderful! Very helpful, and the class is super interesting...one of my favorites! She keeps it interesting and fun, and is a really nice and approachable person. she tries to be helpful, and she is nice, but Class lectures are boring.  Must go to class because nothing useful in the textbook This class is also listed as ENGRD 251. She lectures clearly and strives to incorporate relevant current events into assignments and broaden knowledge. For most students, this is the first class where students will be assigned case studies and will need to write up an engineering report. She assigns no textbook, you buy the notes from her for $10.",[]
James A. Tantillo,,[]
Rowena B. Lohman,"Rowena is a new professor of 2250. Her lecture is pretty heavy because she has so much content to cover. However, the exam is easy because the questions are similar to those in the practice exam. There are just two exams and no final. She even changes the second one to take-home. She is nice and respected.","['Participation matters', 'Lecture heavy', 'Accessible outside class']"
Murray Brian McBride,"He teaches some pretty complex material but explains it well. His midterm was difficult and you have to attend extra homework sessions to know how to do the problem sets. He has a really great dry sense of humor that made classes entertaining. :) I loved him as a professor but he was tough... you're expected to know everything on the slides! He's enthusiastic about his field, which makes learning a lot more fun.  Exams are not easy but reasonable for the material covered.  Very smart guy, and very helpful to students. The course content was quite clear.  The tests, hard but doable.  He is good at offering the help you need. His lectures are very clear, and his supporting material correlated very well with his lectures.  He presented the chemistry at a very comprehensive level and was always available to help with things that needed clarification.",[]
Eric  Rebillard,"I took Professor Rebillard's graduate course called &quot;Change in Late Antiquity.&quot; His sheer intelligence and knowledge seemed daunting at first, but I grew to appreciate his extremely careful criticism. He's also a kind person. Cornell is fortunate to have such an expert in the field.","['Caring', 'Participation matters', ""Skip class? You won't pass."", 'Inspirational', 'Respected']"
Elizabeth  Anker,,[]
Xiaoyan  Li,,[]
Natalie  Melas,"Professor Melas is great! Super sweet, super passionate! You're going to have to read and participate, but a great time nonetheless!","['Get ready to read', 'Participation matters', 'Caring', 'Respected']"
Bryan P. Duff,,[]
Karen Elyse Pinkus,"The most socially unaware professor I have ever had. I don't think she even knows what she wanted the students to learn from lecture. Doesn't create slides, speaks in a stream of consciousness manner. Would not recommend. Taking her class is like pulling my hair and teeth off. She is an unreasonably hard grader, and she can sometimes be very dismissive. She lacks social awareness; no matter if she likes you or not, you are likely to be put in first or second embarrassment... Pinkus is great.  She's pretty chill and laid-back, and while the class requires a lot of participation, she's pretty understanding of different comfort levels with the language.  The workload was comfortable and she gave helpful feedback, and discussions were always interesting.  I plan to take more classes with her in the future. She is hands down the worst professor I've had at Cornell. She's genuinely mean and seems to be lacking any social awareness in what she says! Her course lacked any structure and she graded so harshly, always looking for specifics that were never originally asked for. AVOID HER at all costs! ","['Tough grader', 'Participation matters', 'Would take again', 'Gives good feedback', 'Lots of homework']"
Gaurav Dilip Moghe,,[]
Emily Wilcox Gier,"Take PASS/FAIL if you have the option.  It's way more work than 2 credits should be. Tough projects and a very hard exam.  Class itself is pretty high stress, you cook every day and its a rush to get it all done by the end. It can be fun if you take with friends but aside form learning very few cooking tips and some bad recipes  it's not worth it Emily is a great teacher. She is extremely knowledgable on the subject and I learned a tremendous amount. Emily is very helpful with both subject material and DI track questions.  She sincerely cares about all of her students.  She actually does end lectures on time and tries to make them interesting despite some dry material mandated by the DI classes. I don't think there is anyone who remembers Emily fondly. Doesn't teach much, spends too much time trying to be friendly which doesn't work because she screws everyone on the test. She sucks at being the DI manager too. Maybe after 10 yrs she could learn to finish lecture on time?","['Tough grader', 'Participation matters', 'Lecture heavy']"
Michael Laurence Huyghue,,[]
Ashim K. Datta,"This is overall a good class, if you struggle on the homeworks, do as many problems as you possibly can before the prelim. Also -- MEMORIZE THE PROBLEM SOLVING MAPS -- thank me later","['Respected', 'Lots of homework', 'Participation matters', 'Would take again', 'Amazing lectures']"
Sara B. Pritchard,"Regardless of your interest in the environment, I recommend everyone to take this class! It is the MOST CHALLENGING class I've taken in terms of its content. As a class cross-listed with philosophy, I was expecting some deep thinking and controversy, but this class makes you question your whole existence. It's a necessary existential crisis.","['Get ready to read', 'Participation matters', 'Clear grading criteria', 'Beware of pop quizzes', 'Lecture heavy']"
Douglas L. Miller,,[]
Lang  Tong,"He was not specific about what is expected. There was a project which is not clear Don't ever enroll this class if you are MEng. or MS students and have no interest in power (even if you are interested power but not in power market, don't enroll either), the class is really boring class and it is prepared for him and his PhD students for discussion. 2100 was terrible with Prof. Tong. I didn't understand why he taught subjects in the order he did confusing. He was awful at lecturing and condescending towards undergraduate students. He had a very poor grasp of what sophomore-level ECEs should already know or what they haven't learned it. I could barely sit through each lecture.  Lecture notes are helpful. HWs were Q's off the text, though I wish he put his own questions. Exams were unstable in difficulty. He's not bad though and he's funny sometimes. He means well too, because he wants to consider our feedback on the course to hopefully run it in a more stable manner. This was his first time teaching 2200 I think. His class is very dull and the test averages can range anywhere from 55 to 85. The labs are extremely time consuming and are not worth that much. I wouldn't take it again unless it was required.","['Get ready to read', ""Skip class? You won't pass."", 'So many papers', 'Lecture heavy']"
Gregory Joseph Nowak,,[]
Kate  Griffith,"Prof Griffith is a spectacular teacher. She clarified all of the course material and clearly explained the expectations for the course. 2 tests and 1 legal research assignment. You need to be in every class because EVERYTHING is fair game for tests. Tests are pretty difficult, but she does give the course a curve and that worked to my benefit.","['Get ready to read', ""Skip class? You won't pass."", 'Tough grader', 'Would take again', 'Respected']"
Anthony D. Ong,"I took positive psychology 4 yrs ago. What I loved about Prof. Ong was that he never made me feel stupid when I had a question in class or when I went to his office hours....I recently graduated from med school and I am now an MD! Thank you Prof. Ong. I've been waiting 2 yrs to take this class and looked forward to it after reading the comments. He is sometimes late and often has trouble working the audio visual system in the room. However, several of his lectures really hit home for me and made me reconsider my premed major. Take this class before you graduate! He was a great professor, easy readings, the papers were good, very interesting class. You can get an A there are 3 prelims a final and 2 papers which are about urself, take the class its worth it What you learn in this class is extremely relevant to life. Professor Ong actually ""practices what he preaches"" about positive psych-- rare find! His voice is so soothing that he sometimes puts you to sleep (in a good way). He is a great professor. I would take this class again if I could.",[]
Harry Eaton Stewart,Class is easy but lecture goes over a lot of material that is not important to the tests so it can get boring. He's kind of a old crazy uncle type but you can tell he really cares about his students. Often goes on random tangents unrelated to anything regarding the class.,"['Caring', 'Accessible outside class']"
Vilma  Santiago-Irizarry,,[]
Robin E. Parker,,[]
Christopher C. Gaulke,"The culinary labs are straight forward. It's a 4 credit class and every point counts, so stay after and wash dishes to get full credit- you won't regret it! Lecture material is dense. You can drop one exam. Exams are very specific- you need to study a lot for them. Memorize everything!! Don't buy the textbook. Extra credt is available. Take advanga","[""Skip class? You won't pass."", 'Participation matters', 'EXTRA CREDIT', 'Lots of homework', 'Graded by few things']"
Kelly  Lyboldt,,[]
Song  Lin,"Professor Lin did a great job teaching Organic Chemistry. His lectures are super clear and organized. His exams focused more on applying the concept to new situations rather than memorizing mechanisms. His exams can be challenging sometimes, but the grading is fair.","['Amazing lectures', 'Get ready to read', 'Clear grading criteria', 'Caring', 'Respected']"
Cristian  Danescu-Niculescu-Mizil,,[]
Carl  Poitras,"Carl is incredible and hillarious! He makes difficult concepts understandable. Reading the textbook sections after lecture will help make everything click even more. Prelims are challenging but manageable. He cares immensely about each person and his office hours are so helpful. The class is not an easy A but if you work hard, you can do very well.","['Respected', 'Amazing lectures', 'Caring', 'Accessible outside class', 'Group projects']"
David  Mimno,"The lectures are exquisite, projects are well defined, and grading fair as a dove. When I first entered the class I was a small Caterpillar. This class was the chrysalis that transformed me (and preprocessed me lol) into a beautiful butterfly in a random forest.","['Group projects', 'Amazing lectures', 'Would take again', 'Lots of homework', 'Hilarious']"
Gary M. Thompson,"Gary runs HADM 2010 (Hospitality Quantitative Analysis/Stats) in a reverse-classroom format. You watch video lectures (&lt;30 minutes long) before class, and come to class and do an Excel assignment with a group. There are TA's to help with any questions and the assignment criteria are clearly laid out. The grading is fair &amp; there's extra credit too!","[""Skip class? You won't pass."", 'Clear grading criteria', 'Gives good feedback', 'Inspirational', 'Lots of homework']"
Emad H Atiq,,[]
Elke  Siegel,"Elke Siegel is hands down my favorite professor at Cornell. I've taken three German classes with her and it is very apparent that she is there to teach you German - she doesn't give busy work and she doesn't grade unfairly. If anything she is a too nice a grader. If you have any interest in taking a GERST classs, take Siegel's!!!","['Caring', 'Inspirational', 'Amazing lectures', 'Would take again', 'Gives good feedback']"
Jillian L Goldfarb,,[]
Peter  Frazier,"I thought the course itself had great content, taught a wide variety of skills. and was well organized towards the latter half of the semester. Lectures were dry sometimes but tests and hw were easy if you looked at the lecture slides.","['Caring', 'Respected', 'Clear grading criteria', 'Inspirational', 'Lots of homework']"
Kyu Ha  Cho,,[]
Christopher  Boone,Explains very clearly and with simple language.,"['Caring', 'Respected', 'Amazing lectures', 'Inspirational', 'Hilarious']"
Phil  Nicholson,,[]
Celia  Bigoness,,[]
Praveen  Sethupathy,,[]
Jeffrey D. Varner,"Very nice and caring professor; however, he's extremely disorganized. It's probably because he's teaching the class that he hated the most when he was an undergrad, but the format of the class is is all over the place. Most of the class has no idea what we are learning, at at this point are too afraid to ask. Has a cool personality but do not know how to teach. The lectures are confusing. His handwriting is cool but very hard to read. Honestly a great professor who is always willing to help his students, the prelims were take home and really easy and there was no hw in the class, however lectures were a little boring but thats because the material is basically a bunch of equations He has such cool handwriting, but it's sometimes hard to read. The class was very fun and interesting . His lectures were pretty clear. Quizzes and tests clearly correlate to lectures and problem sets. Awesome professor! Doesn't emphasize grades and wants you to be there so you can learn.","['Respected', 'Group projects', 'Tests? Not many', 'Caring', 'Graded by few things']"
Nilay  Yapici,,[]
Madeline Leigh Reynolds,,[]
Robert J. Kwortnik,Very articulate and has captivating lectures. He's also up to date on the latest marketing trends and explains how and why they are doing well.,"['Tough grader', ""Skip class? You won't pass."", 'Amazing lectures', 'Graded by few things', 'Participation matters']"
Gregory Michael Peck,,[]
Helene  Marquis,,[]
Lynden A. Archer,"Tough Course, but Awesome Professor. Archer really knows his fluids and is kind. I do not like Denn's Book. Let me repeat, I do not Like Denn's Book. I hope this causes Archer to choose another text.","['Inspirational', 'Lots of homework', 'Respected']"
Andrew N. McLaughlin,,[]
Sunita  Sah,,[]
Gerard Anthony Finin,,[]
Adriana Marie Reyes,,[]
Chelsea  Allison,,[]
David  Ruppert,"4 prelims but u can drop one. Attend lectures at all costs. The homeworks are hard but office hour and collaboration between classmates help. As for the exam, you have to find resources to help you ace(doing past prelims help). Financial Engineering is a very useful class and it will benefit you outside Cornell Homeworks are especially hard. However, the prelims that count much are extremely easy to score A. Overall lecture was instructive and helpful. Very kind and moderate. Patient for any follow up questions. Highly recommend. Very boring and uninspiring. Lecture content is disorganized. Difficult to learn. Coursework poorly prepared. Rupper's lectures are quite monotonous and boring.  They are poorly worded and very disorganized.  The material he teaches during his portion of the course is difficult to learn and he does not make it any easier by providing a textbook, only his lecture slides.  The final is a huge surprise because it is nothing like the homework. ","[""Skip class? You won't pass."", 'Lots of homework', 'Respected']"
Daniel T. Lichter,"Professor Lichter is a really nice guy and genuinely wants you to do well. The topics are pretty interesting. There is a lot of reading. Tests were multiple choice but the averages were pretty low (he curves). The class median ended up being a B.  Professor Lichter is great! He is hilarious and always willing to help his students. His tests are a little tricky, but you can do well if you do all the homeworks and study his powerpoint lectures before the prelims. I loved his class! Professor Lichter is awesome! At times the subject matter is a little dry, but sometimes the subject matter is also very interesting. If you study the lectures before the tests, you'll do very well. He puts a nice curve on the midterm and final, and 30% of your grade is off of homework assignments that you can get 100% on :) This class has very dry subject matter and is extremely boring. Lichter is clearly very smart but just really know how to translate his knowledge to a class. The curriculum is disjointed.The tests are hard in that you're just not really sure what you're supposed to know for the test. He did curve the first prelim. my 76 equaled an A",[]
David S. Bindel,,[]
Newton  de Faria,,[]
Rui Hai Liu,,[]
Tasha  Lewis,,[]
Robin Cherng-En Ying,,[]
Gregory Gardner Brown,,[]
Jeanine  Peters-Kennedy,,[]
Bryce  Corrigan,,[]
Mukoma Wa Ngugi,,[]
Spencer Cole Beswick,,[]
Nicolas P. Templier,,[]
Magali  Molinie,,[]
Anindita  Banerjee,"Professor Banerjee has been my favorite professor so far at Cornell, and I will be a junior next year. I have never had such an outstandingly brilliant professor who isn't condescending. Banerjee truly cares about how her students do in her class. She has phenomenal lectures. It was absolutely a treat to take her class!","['Inspirational', 'Participation matters', 'Amazing lectures', 'Respected']"
Nick  Admussen,,[]
Aaron  Zadalis,,[]
Ashley  Edlund-Chescheir,,[]
Joel  Atlas,,[]
Steve  Bennoun,"Worst class ever. Material itself is really not that difficult but somehow the professor makes it the most confusing thing ever. also a harsh grader. a LOT of homework, quiz, test, prelims, clickers and only 3 credits?! seriously, don't take this class if you don't have to. Forgot to teach derivatives. What calc professor forgets to teach derivatives. Litterally the worst professor I've ever had. I can teach calculus better than him. I don't understand how he got a job at this university but it should be completelyreconsidered. I do not know how a man with a PhD in math can confuse himself when he takes a derivative. Thats not something that should happed at Cornell. Someone fire this man Lectures feel like a waste of time. Most of the course feels like it needs to be self taught and the textbook is basically math taught through critical reading. There are pre-reading quizzes with confusing wording meant to trick you or ""test your critical knowledge"". The class also is not curved so you might as well take Math 1110. No resources available to students to learn outside class. Unclear notes and slides.","['Lots of homework', 'Get ready to read', 'Lecture heavy', 'Test heavy', 'Graded by few things']"
Iwijn  De Vlaminck,,[]
Stephen A. Jesch,Very nice professor. Willing to answer questions and wants you to do well. Explains concepts well.,"['Caring', 'Amazing lectures', 'Clear grading criteria', 'Respected', 'Accessible outside class']"
Michael J. Stanhope,,[]
Jay  Yoon,,[]
Giulia  Brancaccio,,[]
Ben A Rissing,"Extremely intelligent and well spoken professor, especially for someone so young.  Makes lectures interesting and none of the assignments in the class are too difficult.  Study the slides and book for the prelims and you'll get an A","['Amazing lectures', 'Clear grading criteria', 'Gives good feedback', 'Inspirational', 'Accessible outside class']"
Minglin  Ma,,[]
Michael D. Niemack,"This class convinced me to be a physics major. It was basic enough that anyone who has taken an AP high school physics class could follow, but challenging enough to keep everyone engaged and interested. He's adorable, kind, and a really understanding guy.","['Respected', 'Get ready to read', ""Skip class? You won't pass."", 'Amazing lectures', 'Lots of homework']"
Cole  Gilbert,Cole is a great lecturer and cracks a lot of dumb jokes. Definitely a steep learning curve in the lab and obviously geared towards people with some background knowledge already. Be prepared to spend a lot of time on the insect collection.,"['Lots of homework', 'Graded by few things', 'Amazing lectures', 'Respected', 'Tough grader']"
Thomas J. Diciccio,,[]
Kathleen Maher Rasmussen,,[]
Douglass Denard Miller,,[]
Timothy James Buttsworth,,[]
Malte F Jung,Really cares about the subject and makes it easy to understand.,"['Group projects', 'Tough grader', 'EXTRA CREDIT', 'Gives good feedback', 'Test heavy']"
C Timothy Baird,,[]
Susan E. Ball,,[]
Christopher J. Miller,,[]
John L. Sander,,[]
Linda G Norden,,[]
Jacob  Kramer-Duffield,,[]
Daniel Richard Gold,"This professor is very involved in research in the course material. Beware, the course is DRY. If you are not very interested in the material, you will fall asleep instantly and probably not read any of the material. If you are interested in the material (which I was) his class is very interesting. A lot of philosophical discussion.","['Get ready to read', 'Participation matters', 'Respected']"
Shannon Marie Gleeson,"The first few classes were intimidating.  She's fast-paced during lectures.  She is very ""by the book"" regarding submitting papers on time, class attendance, and her expectations, but if you ask questions and go to office hours she will tell you everything you need to do to get a good grade.  Overall, I'd love to have her again.  I learned so much!","['Tough grader', 'Get ready to read', ""Skip class? You won't pass."", 'Gives good feedback', 'Caring']"
Bert  Adams-Kucik,,[]
Makda G. Weatherspoon,One of the best professors I have ever had! Genuinely caring and motivational. Makes a tough subject fun and I feel very lucky to have had her as a professor.,"['Inspirational', 'Caring', 'Participation matters', 'Gives good feedback']"
Cheryl  Stanley,,[]
Marina  Caillaud,,[]
George Hersh Jakubson,"Amazing professor, I honestly learned so much even though I basically failed every exam, and it ended up being my highest grade in the semester. Visit office hours, study the practice exams, and attend lecture. If you have an option to take him then I highly recommend it!!","['Tough grader', ""Skip class? You won't pass."", 'Test heavy', 'Lecture heavy', 'Accessible outside class']"
Tristan H. Lambert,,[]
Cheryl E. Balkman,,[]
Esther R. Angert,,[]
Margaret  Washington,"Her class is very lecture heavy (you cant miss em) and her tests are heavily based on them and on the readings. a lot to read as well, but if you read the week readings before the classes they help balance all the information well. hard grader but everything is found on the syllabus. The readings in this class will KILL if you let them accumulate. DO NOT LET THEM PILE UP. She gives tons of reading, and you need to do them to pass. Her lectures are also incredibly long and boring but are ESSENTIAL to passing and tests- get ready to take the longest notes during lectures. Professor Washington is also an incredibly tough grader. She is great, and really cares about her students learning the material, and goes out of her way to create extra resources for this.  She's definitely not 'scary'as another poster said, quite the opposite.  Definitely tough assignments but just put in the work, it's worth it. If you're going into a class for American history with a very strong focus on African American history, then this class is it. Washington is not the most friendly or accommodating professor and this can be a turnoff. Tests are unfair in that it is based on how fast you can write as opposed to actual understanding. Overall, not a class I would recom Marge Washington is a scary woman! She's a very good lecturer but her test are INSANELY hard and there is a SH*t load of reading. Take this class if you like history but dont take if you have other humanity classes... the reading and papers will KILL!Oh, sections SUCK.","['Get ready to read', 'Tough grader', ""Skip class? You won't pass."", 'Lecture heavy', 'Test heavy']"
Richard S. Booth,,[]
Irina  Marinescu,,[]
Blake Thomas Nguyen,"Dr. Nguyen is one of the most intelligent professors at Cornell. Though lectures are sometimes a little dry, he presents information in an easy to understand manner and is always available to answer questions after class. As the manager of the Teaching Dairy, Blake is one of the people at Cornell who really walks the walk and talks the talk.","['Amazing lectures', 'Respected', 'Graded by few things']"
Ti  Alkire,Ti was an amazing professor. He wants his students to succeed and is a genuinely nice guy. Highly recommend!!,"['Participation matters', 'Gives good feedback', 'Respected', 'Graded by few things', 'Tough grader']"
Chris  Schaffer,"Schaffer is quite temperamental and unhelpful--never knew what was good enough for him even though TAs said ideas were good. Otherwise, he plays almost no role in the class... Would advise against taking it. Great class which emphasizes original, creative work rather than test taking. Great lecturers from Cornell and Weill Cornell Medical College. This class was an awful experience, even though I love BME, and Schaffer was crass and unhelpful in person. Very interesting class, although much more difficult than the average intro to engineering class other freshman take. Concept oriented rather than rote memorization, which is rare in a bio class! The class itself is very interesting, and the material is presented in an engaging way. Schaffer himself is not very helpful, though. He seems fuzzy on a lot of basic bio concepts himself, and ends up confusing people who don't already have a good grasp of bio. Grading is not fair on the homework and reading quizzes.",[]
Yrjo Tapio Grohn,,[]
Quirine M. Ketterings,,[]
Allen R. Carlson,"This course involves tons of reading. Interesting lecturer, just lots of work. Carlson is a very solid and nice, if uninspiring professor. His lectures are always clear and if you're interested in China he sufficiently will stimulate it. Workload is easy too. However, he is very disorganized (not giving out assignments in time, always being late, etc) Professor Carlson's lectures are extremely boring and he never replies any emails. But it is an easy class with easy grading.Read the materials and go to lecture regulatory will almost guarantee you an A range grade. Ok. I dont know if he does this because he got tenure but he NEVER replies to your emails. If he does, it is after several days or weeks. I would never take his course again. Useless powerpoint and a ridiculous amount of reading, but Carlson is a GREAT professor nonetheless. He really knows his stuff and loves what he does. Chatting with him during OH can be very intellectually stimulating","['Get ready to read', 'Participation matters', 'Lots of homework']"
Ifeoma  Ajunwa,"Standout professor at Cornell. Challenges students in a thought-provoking and respectful way, and does not take sides -- instead kindly pushes all ideas. Unique teaching message. Strongly recommend.","['Gives good feedback', 'Get ready to read', 'Caring', 'Accessible outside class', 'Amazing lectures']"
Angela K. Fuller,,[]
Jim  Alexander,Really really nice guy who cared more about his students than making the class hard. Psets were reasonable but challenging and the class was really fun. Would take it again if I could.,"['Caring', 'Respected', 'Tough grader', 'Get ready to read', 'Would take again']"
Jura  D.  Oliveira,,[]
Maren N Vitousek,,[]
Kevin J. Cummings,,[]
Judith A. Byfield,"Professor Byfield knows her stuff! She knows a lot about the things she teaches. She  is always willing to help students out if they need extensions on papers etc. She is an engaging teacher and encourages discussion during discussion sections, otherwise she lectures in her other classes (still interesting).  Boring at times, extremely interesting otherwise. Lots of long essay writing unfortunately. Interesting, but a LOT of material. Readings tedious at times, I ended up skimming a lot. Lectures LONG; prof mostly lectured nonstop, reading from her notes for 75 mins while students struggled to keep up with notes; no visual aids such as powerpoints. Discussions the best part of the class; fair grader. I'd give the class a B-","['Get ready to read', 'Respected', 'Would take again', 'Lecture heavy']"
Stephen  Spinelli,"Steve is a fantastic instructor. I have had two semesters of Chorale with him, and he's amazing. He teaches music theory and notation very clearly, and always strives to have everyone do their best. That being said, he will tell you when you are not performing up to par, but he does that to help you succeed. I love him!!","['Participation matters', 'Hilarious', 'Caring']"
Julie M. Goddard,,[]
Madeleine Richards Udell,,[]
Kathleen Michelle Vaeth,,[]
Rolfe M. Radcliffe,,[]
Satya P. Mohanty,"He really cares about his students and is passionate about the material. He often goes off on lectures, but he usually has some pretty interesting things to say. He is a tough grader and expects quality essays, but overall, I think I gained a lot from the experience, even if I didn't quite get the grade I expected.","['Tough grader', ""Skip class? You won't pass."", 'Caring']"
Victoria A. Beard,"The lectures are very repetitive and are given to further specific points. There isn't much balance of views and much of the class is spent on things that would be obvious to students from the Global South. Most of the grade comes from a large group project, which is a pain in and of itself, and she tries to help but is unclear about grading . She really knows the subject matter and has a lot of experience, but that comes out when she is lecturing and you cannot keep up with broad concepts. Classes are fast passed; don't even try writing everything on the slides down. Understand the readings in depth and use examples from class and you will be alright. Grade broken down into midterm, final , and GROUP research paper. Not very hard to pass, but going to class helps. Readings can be interesting, but skim the long ones, of which there are quite a few. Group research paper is not the worst thing in the world, but it's pretty bad. Good class to take as a pre-req for upper level courses. Although the final grade is not reflective of what  one's gained (only 2 tests, and 1 group essay where everyone gets the same gradethis sucked), the content is interesting, applicable, and clear to understand, and Professor Beard is very nice. The guest lecturers were also very interesting. Not a time consuming class. First year teaching the class and was terrible. Lectures were very unclear and had way too much information. The final grade is only based on your midterm, 45 page research paper, and final exam. Not even a discussion section for this class. Terrible class altogether!","['Group projects', 'Tough grader', 'Get ready to read', 'Would take again', 'Respected']"
Nicole Julia Giannella,Professor Giannella was great. She really pushed us to think about the texts and about different kinds of domination and slavery. I hope my professors later are like her,[]
Pedro D. Perez,,[]
Sofia A. Villenas,,[]
Steven A. Wolf,"I was first scared away from taking this class because so many people told me it's a hard class. It turned out to be a fairly straight-forward, insightful class! Professor Wolf is very good at explaining overarching governance concepts and organizing the course material. There are some group projects and weekly essays, but overall not a hard class!","['Tough grader', 'Get ready to read', 'Group projects', 'Clear grading criteria', 'Gives good feedback']"
Jennifer  Minner,,[]
Michelle  Fongyee Whelan,,[]
Uriel E Carpenter,,[]
Valerie  Reyna,,[]
Jonathan  Ochshorn,,[]
